,q_values
0,2.2744669914245605
1,2.18229603767395
2,2.61369252204895
3,1.655522108078003
4,0.8667996525764465
5,-0.1364338994026184
6,1.4322904348373413
7,1.472679853439331
8,1.6049866676330566
9,1.7950605154037476
10,1.8375358581542969
11,1.1887986660003662
12,1.6140148639678955
13,2.0207161903381348
14,1.2641360759735107
15,2.3057191371917725
16,1.3291354179382324
17,1.2745954990386963
18,2.098989725112915
19,1.623300313949585
20,1.9428834915161133
21,2.222349166870117
22,1.2903742790222168
23,1.5527064800262451
24,2.6539130210876465
25,2.365271806716919
26,1.0816986560821533
27,2.4672203063964844
28,1.443953514099121
29,2.0340631008148193
30,2.1490814685821533
31,2.2236900329589844
32,2.541288375854492
33,2.097805976867676
34,1.9238927364349365
35,1.9670705795288086
36,2.267285108566284
37,1.6153655052185059
38,2.837946891784668
39,1.4074270725250244
40,-0.9277721047401428
41,2.366231918334961
42,2.503549575805664
43,2.3953354358673096
44,1.6502360105514526
45,2.5421619415283203
46,2.4205095767974854
47,1.8545085191726685
48,1.4659794569015503
49,1.181406021118164
50,2.1746366024017334
51,1.5004570484161377
52,1.5019075870513916
53,2.1795167922973633
54,2.641350507736206
55,1.17728853225708
56,2.3494365215301514
57,1.8807930946350098
58,1.9632892608642578
59,2.001077890396118
60,2.262693405151367
61,2.1247949600219727
62,0.8595321178436279
63,1.6535135507583618
64,1.5081509351730347
65,2.3278629779815674
66,0.920225203037262
67,2.27105712890625
68,2.0765626430511475
69,2.2197909355163574
70,2.532363176345825
71,2.2769267559051514
72,1.4940400123596191
73,1.9396717548370361
74,1.6039106845855713
75,2.1636314392089844
76,1.522568941116333
77,2.556825876235962
78,1.180120825767517
79,1.698224425315857
80,1.4727469682693481
81,2.2540242671966553
82,2.4029431343078613
83,2.1419577598571777
84,2.604928970336914
85,0.615485429763794
86,1.666119933128357
87,1.4357134103775024
88,2.148623466491699
89,2.9149296283721924
90,1.734426498413086
91,2.3802847862243652
92,1.6040623188018799
93,1.722170114517212
94,2.386895179748535
95,1.4367306232452393
96,2.190047264099121
97,2.1205997467041016
98,1.6360143423080444
99,2.6540441513061523
100,2.1830148696899414
101,1.3612260818481445
102,1.4813385009765625
103,2.2992892265319824
104,1.3159514665603638
105,2.193857192993164
106,1.311086893081665
107,1.7715986967086792
108,1.6379778385162354
109,1.5676651000976562
110,2.149644613265991
111,1.9603198766708374
112,1.9261584281921387
113,2.0596072673797607
114,1.4520015716552734
115,2.5491456985473633
116,0.8000968098640442
117,1.3406469821929932
118,1.0488938093185425
119,2.398820400238037
120,2.0822932720184326
121,1.7351698875427246
122,2.0036892890930176
123,1.2741930484771729
124,2.437401056289673
125,1.3393745422363281
126,1.7170777320861816
127,1.2496898174285889
128,1.4852330684661865
129,1.3339667320251465
130,2.1548666954040527
131,1.6517688035964966
132,1.6143676042556763
133,2.3644354343414307
134,2.0884218215942383
135,2.0097432136535645
136,1.1632721424102783
137,2.2600979804992676
138,1.8375358581542969
139,1.6110867261886597
140,2.6467440128326416
141,1.2220568656921387
142,2.3836331367492676
143,1.59061598777771
144,1.7089073657989502
145,2.1557798385620117
146,1.6584758758544922
147,1.579102635383606
148,1.5380778312683105
149,2.5225017070770264
150,1.9573771953582764
151,0.9640689492225647
152,1.2844657897949219
153,2.2914018630981445
154,2.0566482543945312
155,1.639505386352539
156,1.3847074508666992
157,2.3435773849487305
158,2.4778637886047363
159,1.5054826736450195
160,2.1827239990234375
161,0.6124595999717712
162,1.5626413822174072
163,2.534428596496582
164,2.506464719772339
165,2.2992589473724365
166,2.2626986503601074
167,2.489212989807129
168,1.8032276630401611
169,1.3864645957946777
170,2.4687070846557617
171,1.5083746910095215
172,1.6204183101654053
173,2.2424254417419434
174,2.4400055408477783
175,1.529878854751587
176,2.3419415950775146
177,2.368136167526245
178,0.6466425061225891
179,2.4645369052886963
180,2.164381742477417
181,0.9546146392822266
182,2.4973092079162598
183,2.3799755573272705
184,2.5409021377563477
185,1.9577462673187256
186,1.979140043258667
187,1.6188085079193115
188,2.1638102531433105
189,1.4594500064849854
190,1.7938919067382812
191,1.6258330345153809
192,2.3530964851379395
193,1.938859462738037
194,2.34648060798645
195,1.4955337047576904
196,1.9342851638793945
197,1.9616193771362305
198,1.181406021118164
199,1.759828805923462
200,1.3639323711395264
201,2.3090250492095947
202,1.6224498748779297
203,1.546180009841919
204,2.141896963119507
205,2.5712056159973145
206,0.789923906326294
207,2.1604325771331787
208,2.3769595623016357
209,2.4867544174194336
210,1.194676399230957
211,1.6535896062850952
212,1.2784230709075928
213,2.6120002269744873
214,2.027876615524292
215,1.539121389389038
216,2.392603635787964
217,0.8259578943252563
218,1.7180430889129639
219,2.2118825912475586
220,2.3822124004364014
221,1.3738865852355957
222,1.8035186529159546
223,1.717630386352539
224,2.595508575439453
225,0.6336231231689453
226,2.0309271812438965
227,1.6933255195617676
228,2.1147818565368652
229,2.3609766960144043
230,1.6897814273834229
231,3.073439121246338
232,2.2667105197906494
233,1.4399604797363281
234,1.8818135261535645
235,2.2027578353881836
236,2.5531954765319824
237,2.303182363510132
238,1.3190836906433105
239,1.555079698562622
240,1.514554738998413
241,1.785570502281189
242,2.468876838684082
243,2.444432258605957
244,2.197021961212158
245,1.4490140676498413
246,0.6226120591163635
247,1.9459929466247559
248,1.3804244995117188
249,2.1730422973632812
250,1.9641042947769165
251,2.3055615425109863
252,2.1241283416748047
253,1.8322314023971558
254,2.543328285217285
255,2.2557055950164795
256,1.3084385395050049
257,2.437731981277466
258,2.258340835571289
259,2.5625295639038086
260,2.435795783996582
