,q_values
0,1.6918528079986572
1,1.5927729606628418
2,1.8427488803863525
3,1.2240358591079712
4,1.4705960750579834
5,1.469102382659912
6,1.5701404809951782
7,1.2506345510482788
8,1.1310443878173828
9,1.1749920845031738
10,1.0167481899261475
11,1.1317999362945557
12,1.198066234588623
13,1.2244986295700073
14,1.2188937664031982
15,1.407309889793396
16,1.5683931112289429
17,1.5166091918945312
18,1.4713244438171387
19,1.5463837385177612
20,1.5562920570373535
21,1.606166958808899
22,1.6831352710723877
23,1.7336082458496094
24,1.7500381469726562
25,1.8268895149230957
26,1.7938909530639648
27,1.7929258346557617
28,1.8445312976837158
29,1.9661002159118652
30,2.01658296585083
31,1.948655366897583
32,1.6419050693511963
33,1.1119914054870605
34,1.6157532930374146
35,1.4131190776824951
36,1.3230390548706055
37,1.2250266075134277
38,0.950663149356842
39,0.9752210378646851
40,0.8630428910255432
41,0.9209756851196289
42,0.9621927738189697
43,1.5469169616699219
44,1.5800697803497314
45,1.729759931564331
46,1.8583340644836426
47,1.8877334594726562
48,1.8751835823059082
49,1.853224754333496
50,1.7110106945037842
51,1.6500431299209595
52,1.5706291198730469
53,1.7114439010620117
54,1.8812053203582764
55,2.1250271797180176
56,2.3489694595336914
57,2.216839551925659
58,1.6983542442321777
59,1.386130690574646
60,1.1225290298461914
61,1.263400912284851
62,1.2436732053756714
63,1.3174083232879639
64,1.3168072700500488
65,1.4260021448135376
66,1.3975636959075928
67,1.3896794319152832
68,1.3191790580749512
69,1.7045657634735107
70,1.686002492904663
71,1.7192738056182861
72,1.3255786895751953
73,1.532782793045044
74,1.759580135345459
75,1.289042592048645
76,1.2618675231933594
77,1.4248688220977783
78,1.5665686130523682
79,1.3500704765319824
80,1.2346081733703613
81,1.3618226051330566
82,1.484932541847229
83,1.701411485671997
84,1.402527093887329
85,1.7664132118225098
86,1.6287078857421875
87,1.4125219583511353
88,1.4211103916168213
89,1.2235907316207886
90,1.1270345449447632
91,1.4087648391723633
92,1.5694503784179688
93,1.4002890586853027
94,1.825939655303955
95,1.9569759368896484
96,2.0736098289489746
97,2.1958765983581543
98,2.2114109992980957
99,1.941633701324463
100,1.8755428791046143
101,2.025303602218628
102,1.94142746925354
103,1.6057970523834229
104,1.6048715114593506
105,1.459336280822754
106,1.339125633239746
107,1.3511826992034912
108,1.3361960649490356
109,1.2573479413986206
110,1.3258616924285889
111,1.4036338329315186
112,1.3704886436462402
113,1.3819395303726196
114,1.370650053024292
115,1.5862700939178467
116,1.4526660442352295
117,1.2542765140533447
118,1.659607172012329
119,1.7448276281356812
120,1.863364338874817
121,1.9624229669570923
122,2.056605100631714
123,2.2384257316589355
124,2.1249163150787354
125,2.123819351196289
126,2.0626940727233887
127,2.0776703357696533
128,2.250378131866455
129,2.19769549369812
130,2.2689197063446045
131,2.468944549560547
132,2.420682430267334
133,2.3112118244171143
134,2.345531940460205
135,2.3984222412109375
136,2.3594985008239746
137,2.337841272354126
138,2.257901191711426
139,2.2190146446228027
140,2.2358407974243164
141,2.342913866043091
142,2.3207650184631348
143,2.390603542327881
144,2.353548765182495
145,2.3047685623168945
146,2.393648624420166
147,2.464909076690674
148,2.516216993331909
149,2.740720272064209
150,1.6266257762908936
151,1.6062830686569214
152,1.4926629066467285
153,1.5940121412277222
154,1.8322495222091675
155,1.6898791790008545
156,1.77506685256958
157,1.8964228630065918
158,2.069124937057495
159,1.7856738567352295
160,1.6983540058135986
161,1.3746813535690308
162,1.3367295265197754
163,1.2690412998199463
164,1.035186767578125
165,1.2097915410995483
166,1.2313079833984375
167,1.2175145149230957
168,1.1701148748397827
169,1.3257910013198853
170,1.3380753993988037
171,1.6516728401184082
172,1.6595802307128906
173,1.621780514717102
174,1.5629655122756958
175,1.3111827373504639
176,1.5383754968643188
177,0.7804530262947083
178,0.8095185160636902
179,1.3963840007781982
180,0.9500270485877991
181,1.3663876056671143
182,1.3722318410873413
183,1.1922943592071533
184,0.7035716772079468
185,1.3977296352386475
186,0.9570633769035339
187,0.37041565775871277
188,1.3554781675338745
189,1.4309191703796387
190,1.4503251314163208
191,1.4850302934646606
192,1.484740138053894
193,1.6221375465393066
194,1.6545403003692627
195,1.7707715034484863
196,1.7216308116912842
197,1.7921876907348633
198,1.726912021636963
199,1.8673197031021118
200,2.021707057952881
201,1.7410612106323242
202,0.9125690460205078
203,0.9777862429618835
204,1.1672029495239258
205,1.1232408285140991
206,1.0690319538116455
207,1.0210920572280884
208,0.8336634635925293
209,0.5342643857002258
210,0.9162137508392334
211,1.344677209854126
212,1.689863920211792
213,1.8375358581542969
214,1.6735641956329346
215,1.7876492738723755
216,1.917372465133667
217,2.0077693462371826
218,2.160421371459961
219,2.056070327758789
220,2.0167078971862793
221,2.0120725631713867
222,1.7825126647949219
223,1.8004465103149414
224,1.3967931270599365
225,1.1721997261047363
226,1.167982816696167
227,1.1508735418319702
228,1.1475965976715088
229,1.122550129890442
230,1.1350936889648438
231,1.0500990152359009
232,0.9719182252883911
233,1.2998719215393066
234,1.3084077835083008
235,1.4702428579330444
236,1.0932121276855469
237,0.8406918048858643
238,1.6288108825683594
239,1.6328301429748535
240,1.7156167030334473
241,1.8191485404968262
242,1.8877334594726562
243,1.8751835823059082
244,1.853224754333496
245,1.7110106945037842
246,1.6500431299209595
247,1.5706291198730469
248,1.3856711387634277
249,1.2713271379470825
250,1.2312355041503906
251,1.180077075958252
252,1.2225682735443115
253,1.186722993850708
254,1.1564445495605469
255,1.150280237197876
256,1.0937447547912598
257,1.1528011560440063
258,1.1351970434188843
259,1.0818804502487183
260,1.072579026222229
261,0.969507098197937
262,0.969507098197937
