,epoch,n_steps,avg_reward,avg_score,n_episodes,avg_q_value
0,1,5000,-4.555555555555555,0.4444444444444444,9,0.042846080514043566
1,2,10000,-3.6,1.4,15,0.032261982803419235
2,3,15000,-3.142857142857143,1.8571428571428572,14,0.032261982803419235
3,4,20000,-3.3333333333333335,1.6666666666666667,27,0.0297323633691296
4,5,25000,-3.1481481481481484,1.8518518518518519,27,0.0297323633691296
5,6,30000,-2.652173913043478,2.347826086956522,23,0.031168809635797514
6,7,35000,-2.782608695652174,2.217391304347826,23,0.031168809635797514
7,8,40000,-2.6956521739130435,2.3043478260869565,23,0.02136260705338791
8,9,45000,-2.6956521739130435,2.3043478260869565,23,0.02136260705338791
9,10,50000,-3.8,1.2,25,0.009354173001355957
10,11,55000,-3.347826086956522,1.6521739130434783,23,0.009354173001355957
11,12,60000,-2.590909090909091,2.409090909090909,22,0.0021440150344744324
12,13,65000,-2.1578947368421053,3.0,19,0.0021440150344744324
13,14,70000,-4.129032258064516,0.8709677419354839,31,0.004162270577717573
14,15,75000,-3.966666666666667,1.0333333333333334,30,0.004162270577717573
15,16,85000,-3.16,1.84,25,0.004162270577717573
16,17,90000,-3.357142857142857,1.6428571428571428,28,0.006335780048090964
17,18,95000,-3.8,1.2,30,0.006335780048090964
18,19,100000,-2.2857142857142856,2.7142857142857144,21,0.004507633848115802
19,20,105000,-2.3333333333333335,2.6666666666666665,21,0.004507633848115802
20,21,110000,-3.4444444444444446,1.5555555555555556,27,0.013818878393433988
21,22,115000,-3.4444444444444446,1.5555555555555556,27,0.013818878393433988
22,23,120000,-3.130434782608696,1.8695652173913044,23,0.019218644096516073
23,24,125000,-3.0833333333333335,2.0416666666666665,24,0.019218644096516073
24,25,130000,-3.130434782608696,1.8695652173913044,23,0.028885039737820625
25,26,135000,-2.4210526315789473,2.5789473684210527,19,0.028885039737820625
26,27,140000,-1.6666666666666667,3.3333333333333335,18,0.036597670742683115
27,28,145000,-1.5,3.5,18,0.036597670742683115
28,29,150000,-1.125,4.0625,16,0.04680972404833883
29,30,160000,-0.8,4.2,15,0.06254611221966333
30,31,165000,-1.125,3.875,16,0.06254611221966333
31,32,170000,0.46153846153846156,5.461538461538462,13,0.0758061669383198
32,33,175000,1.0,6.0,12,0.0758061669383198
33,34,180000,1.7692307692307692,6.769230769230769,13,0.09230729102580808
34,35,185000,1.9166666666666667,6.916666666666667,12,0.09230729102580808
35,36,190000,1.8,8.0,10,0.11297205348564311
36,37,195000,0.35714285714285715,5.357142857142857,14,0.11297205348564311
37,38,200000,0.9230769230769231,6.615384615384615,13,0.13590438480768352
38,39,205000,2.9166666666666665,9.416666666666666,12,0.13590438480768352
39,40,210000,2.0,7.3,10,0.16754495334196837
40,41,215000,2.6363636363636362,8.454545454545455,11,0.16754495334196837
41,42,220000,1.9090909090909092,7.181818181818182,11,0.19478294761925935
42,43,225000,0.9166666666666666,6.416666666666667,12,0.19478294761925935
43,44,230000,1.4615384615384615,6.923076923076923,13,0.22928089674338697
44,45,235000,1.8333333333333333,7.333333333333333,12,0.22928089674338697
45,46,240000,2.5,9.3,10,0.262916409843415
46,47,245000,0.6923076923076923,7.3076923076923075,13,0.262916409843415
47,48,250000,2.090909090909091,7.636363636363637,11,0.3167487881653011
48,49,255000,1.8181818181818181,7.909090909090909,11,0.3167487881653011
49,50,260000,2.090909090909091,8.454545454545455,11,0.3629453627891839
50,51,265000,2.3,9.4,10,0.3629453627891839
51,52,270000,5.777777777777778,14.11111111111111,9,0.41625547439828514
52,53,275000,3.8,10.3,10,0.41625547439828514
53,54,280000,5.222222222222222,12.88888888888889,9,0.4527527136221528
54,55,285000,2.9,9.4,10,0.4527527136221528
55,56,290000,6.125,13.75,8,0.5183736026227475
56,57,295000,4.2,10.7,10,0.5183736026227475
57,58,300000,6.0,15.666666666666666,9,0.5891419449120759
58,59,305000,4.6,10.2,10,0.5891419449120759
59,60,310000,4.6,10.5,10,0.6296597369417548
60,61,315000,5.75,12.625,8,0.6296597369417548
61,62,320000,6.857142857142857,14.0,7,0.6980919884577393
62,63,325000,4.444444444444445,10.11111111111111,9,0.6980919884577393
63,64,330000,6.375,14.375,8,0.7755635014981032
64,65,335000,7.25,14.5,8,0.7755635014981032
65,66,340000,4.7,11.8,10,0.8661661166012287
66,67,345000,5.111111111111111,10.777777777777779,9,0.8661661166012287
67,68,350000,5.222222222222222,11.88888888888889,9,0.9412644151687622
68,69,355000,4.777777777777778,9.777777777777779,9,0.9412644151687622
69,70,360000,6.571428571428571,15.428571428571429,7,1.00054710098207
70,71,365000,5.333333333333333,12.0,9,1.00054710098207
71,72,370000,6.625,14.625,8,1.0773057765632867
72,73,375000,6.0,12.714285714285714,7,1.0773057765632867
73,74,380000,5.428571428571429,12.571428571428571,7,1.1054920058250428
74,75,385000,7.2,14.6,5,1.1054920058250428
75,76,390000,7.285714285714286,13.571428571428571,7,1.1388293630063533
