,epoch,n_steps,avg_reward,avg_score,n_episodes,avg_q_value
245,246,1230000,0.5,0.5,2,0.7150894505918026
246,247,1235000,2.0,2.0,1,0.7150894505918026
247,248,1240000,0.5,0.5,2,0.6900715700179338
248,249,1245000,0.5,0.5,4,0.6900715700179338
249,250,1250000,0.0,0.0,2,0.6922925421625375
250,251,1255000,0.0,0.0,2,0.6922925421625375
251,252,1260000,0.5,0.5,2,0.6988414126813411
252,253,1265000,1.0,1.0,3,0.6988414126813411
253,254,1270000,0.6666666666666666,0.6666666666666666,3,0.6896068218290806
254,255,1275000,1.0,1.0,3,0.6896068218290806
255,256,1280000,1.0,1.0,1,0.6769435309112072
256,257,1285000,2.0,2.0,2,0.6769435309112072
257,258,1290000,1.0,1.0,4,0.6584562136977911
258,259,1295000,1.5,1.5,2,0.6584562136977911
259,260,1300000,1.6666666666666667,1.6666666666666667,3,0.6576449836611747
260,261,1305000,1.2,1.2,5,0.6576449836611747
261,262,1310000,3.0,3.0,1,0.6549976230829954
262,263,1315000,0.0,0.0,1,0.6549976230829954
263,264,1320000,2.2,2.2,5,0.646836085805297
264,265,1325000,2.2857142857142856,2.2857142857142856,7,0.646836085805297
265,266,1330000,3.0,3.0,2,0.6550183731406927
266,267,1335000,1.6666666666666667,1.6666666666666667,3,0.6550183731406927
267,268,1340000,1.7777777777777777,1.7777777777777777,9,0.6519412777453661
268,269,1345000,1.75,1.75,8,0.6519412777453661
269,270,1350000,1.3333333333333333,1.3333333333333333,3,0.6390385892182588
270,271,1355000,1.8571428571428572,1.8571428571428572,7,0.6390385892182588
271,272,1360000,2.0,2.0,1,0.6384595930427313
272,273,1365000,1.0,1.0,2,0.6384595930427313
273,274,1370000,2.0,2.0,2,0.6415476993083954
274,275,1375000,3.0,3.0,1,0.6415476993083954
275,276,1380000,3.5,5.0,2,0.6454493903279305
276,277,1385000,3.0,6.0,1,0.6454493903279305
277,278,1390000,3.0,4.5,2,0.6486864089012147
278,279,1395000,2.5,2.5,2,0.6486864089012147
279,280,1400000,2.5,4.0,2,0.6521106160998345
280,281,1405000,3.5,8.0,2,0.6521106160998345
281,282,1410000,3.0,5.0,3,0.639568133354187
282,283,1415000,2.5,4.0,2,0.639568133354187
283,284,1420000,2.0,2.0,1,0.6446660068303347
284,285,1425000,3.0,3.0,2,0.6446660068303347
285,286,1430000,2.3333333333333335,2.3333333333333335,3,0.6337692500531673
286,287,1435000,2.0,2.0,1,0.6337692500531673
287,288,1440000,2.5,2.5,2,0.6324456302911043
288,289,1445000,1.5,1.5,2,0.6324456302911043
289,290,1450000,2.0,2.0,1,0.6462092950940133
290,291,1455000,2.3333333333333335,2.3333333333333335,3,0.6462092950940133
291,292,1460000,3.0,3.0,2,0.6471614408969879
292,293,1465000,2.5,2.5,2,0.6471614408969879
293,294,1470000,2.0,3.5,2,0.6475104715108871
294,295,1475000,3.0,4.5,2,0.6475104715108871
295,296,1480000,2.5,2.5,2,0.657771641716361
296,297,1485000,2.0,2.0,2,0.657771641716361
297,298,1490000,1.5,1.5,2,0.6551500788867474
298,299,1495000,2.0,2.0,2,0.6551500788867474
299,300,1500000,4.0,10.0,2,0.6734829476982355
300,301,1505000,3.0,5.0,3,0.6734829476982355
301,302,1510000,2.5,2.5,2,0.6706048716336489
302,303,1515000,2.6666666666666665,2.6666666666666665,3,0.6706048716336489
303,304,1520000,3.0,3.0,1,0.6728178733855485
304,305,1525000,4.0,4.0,1,0.6728178733855485
305,306,1530000,2.3333333333333335,3.3333333333333335,3,0.6707374685674906
306,307,1535000,2.5,2.5,2,0.6707374685674906
307,308,1540000,3.0,4.5,2,0.6955798542618752
308,309,1545000,4.0,10.0,1,0.6955798542618752
309,310,1550000,2.5,5.5,2,0.6954559900254011
310,311,1555000,3.0,5.0,3,0.6954559900254011
311,312,1560000,3.0,6.0,4,0.7058483638644218
312,313,1565000,2.6666666666666665,3.6666666666666665,3,0.7058483638644218
313,314,1570000,2.5,4.0,2,0.7153426407575607
314,315,1575000,2.5,2.5,2,0.7153426407575607
315,316,1580000,4.0,10.0,1,0.7162442221343517
316,317,1585000,2.0,3.5,2,0.7162442221343517
317,318,1590000,2.5,4.0,4,0.7414294267833232
318,319,1595000,3.0,3.0,3,0.7414294267833232
319,320,1600000,2.125,2.125,8,0.735428579851985
320,321,1605000,2.2,2.2,10,0.735428579851985
321,322,1610000,2.5,2.5,4,0.7211137826621532
322,323,1615000,2.4,3.0,5,0.7211137826621532
323,324,1620000,2.3333333333333335,2.8333333333333335,6,0.7245938339814544
324,325,1625000,2.1666666666666665,2.1666666666666665,6,0.7245938339814544
325,326,1630000,3.0,6.0,3,0.7140619102329016
326,327,1635000,2.6666666666666665,3.6666666666666665,3,0.7140619102329016
327,328,1640000,2.1818181818181817,2.4545454545454546,11,0.7226569475203752
328,329,1645000,2.3333333333333335,2.8333333333333335,6,0.7226569475203752
329,330,1650000,3.0,6.0,1,0.7244860747158527
330,331,1655000,3.6666666666666665,8.666666666666666,3,0.7244860747158527
331,332,1660000,2.75,4.25,4,0.7368518315672874
332,333,1665000,1.8333333333333333,1.8333333333333333,6,0.7368518315672874
333,334,1670000,3.0,6.0,2,0.7670861224025488
334,335,1675000,3.0,6.0,2,0.7670861224025488
335,336,1680000,2.4,3.6,5,0.7815818592131137
336,337,1685000,2.0,2.0,9,0.7815818592131137
337,338,1690000,1.75,2.5,8,0.7972418583184481
338,339,1695000,2.5,4.0,8,0.7972418583184481
339,340,1700000,2.2222222222222223,2.5555555555555554,9,0.8114119211375713
340,341,1705000,2.4444444444444446,3.4444444444444446,9,0.8114119211375713
341,342,1710000,3.0,4.0,6,0.8230377298742533
342,343,1715000,2.6,3.2,5,0.8230377298742533
343,344,1720000,2.125,2.875,8,0.8384766551166772
344,345,1725000,2.7142857142857144,4.857142857142857,7,0.8384766551166772
345,346,1730000,2.3333333333333335,2.3333333333333335,6,0.8830828108638525
346,347,1735000,3.25,4.0,4,0.8830828108638525
347,348,1740000,1.9545454545454546,2.090909090909091,22,0.8747615013867617
348,349,1745000,1.6,1.6,10,0.8747615013867617
349,350,1750000,2.125,2.5,8,0.8902448757737875
350,351,1755000,2.2,3.0,15,0.8902448757737875
351,352,1760000,2.3529411764705883,2.8823529411764706,17,0.9057273575603962
352,353,1765000,2.1,2.85,20,0.9057273575603962
353,354,1770000,1.8823529411764706,2.0588235294117645,17,0.912747766315937
354,355,1775000,2.0588235294117645,2.411764705882353,17,0.912747766315937
355,356,1780000,1.9523809523809523,2.0952380952380953,21,0.9108465263456106
356,357,1785000,1.9411764705882353,2.2941176470588234,17,0.9108465263456106
357,358,1790000,1.8333333333333333,1.8333333333333333,18,0.911943148764968
358,359,1795000,1.894736842105263,1.894736842105263,19,0.911943148764968
359,360,1800000,2.6666666666666665,2.6666666666666665,3,0.899778229033947
360,361,1805000,2.1666666666666665,2.1666666666666665,12,0.899778229033947
361,362,1810000,2.111111111111111,2.111111111111111,9,0.8985412526637315
362,363,1815000,2.25,3.0,8,0.8985412526637315
363,364,1820000,2.6,2.6,5,0.8868710727483035
364,365,1825000,2.3,2.3,10,0.8868710727483035
365,366,1830000,2.142857142857143,2.142857142857143,14,0.879926248139143
366,367,1835000,2.1176470588235294,2.1176470588235294,17,0.879926248139143
367,368,1840000,1.5,1.5,8,0.8710215935379266
368,369,1845000,1.4,1.4,10,0.8710215935379266
369,370,1850000,0.9393939393939394,0.9393939393939394,33,0.8504642119944096
370,371,1855000,0.9285714285714286,0.9285714285714286,28,0.8504642119944096
371,372,1860000,0.9629629629629629,0.9629629629629629,27,0.8493384443759918
372,373,1865000,0.9,0.9,20,0.8493384443759918
373,374,1870000,0.90625,0.90625,32,0.8437533843636513
374,375,1875000,0.8,0.8,20,0.8437533843636513
375,376,1880000,1.0689655172413792,1.0689655172413792,29,0.831769765098393
376,377,1885000,1.15,1.15,20,0.831769765098393
377,378,1890000,0.92,0.92,25,0.8132649657577277
378,379,1895000,1.0,1.0,23,0.8132649657577277
379,380,1900000,0.8260869565217391,0.8260869565217391,23,0.8067370127245784
380,381,1905000,0.9130434782608695,0.9130434782608695,23,0.8067370127245784
381,382,1910000,1.4444444444444444,1.4444444444444444,9,0.8046462284415961
382,383,1915000,1.0666666666666667,1.0666666666666667,30,0.8046462284415961
383,384,1920000,1.206896551724138,1.206896551724138,29,0.8027267864823341
384,385,1925000,0.967741935483871,0.967741935483871,31,0.8027267864823341
385,386,1930000,1.0476190476190477,1.0476190476190477,21,0.8024404808625579
386,387,1935000,1.0909090909090908,1.0909090909090908,22,0.8024404808625579
387,388,1940000,0.7666666666666667,0.7666666666666667,30,0.7950038080155849
388,389,1945000,0.8461538461538461,0.8461538461538461,13,0.7950038080155849
389,390,1950000,1.0333333333333334,1.0333333333333334,30,0.7952257956534624
390,391,1955000,1.064516129032258,1.064516129032258,31,0.7952257956534624
391,392,1960000,0.9230769230769231,0.9230769230769231,26,0.7980890427052975
392,393,1965000,0.9285714285714286,0.9285714285714286,28,0.7980890427052975
393,394,1970000,0.3333333333333333,0.3333333333333333,30,0.7748206733554601
394,395,1975000,0.5238095238095238,0.5238095238095238,21,0.7748206733554601
395,396,1980000,0.25,0.25,36,0.7706895495817065
396,397,1985000,0.21621621621621623,0.21621621621621623,37,0.7706895495817065
397,398,1990000,0.8214285714285714,0.8214285714285714,28,0.7824547812789678
398,399,1995000,0.8076923076923077,0.8076923076923077,26,0.7824547812789678
399,400,2000000,0.7142857142857143,0.7142857142857143,21,0.7872109876140952
400,401,2005000,0.71875,0.71875,32,0.7872109876140952
401,402,2010000,0.53125,0.53125,32,0.7804973410621285
402,403,2015000,0.3142857142857143,0.3142857142857143,35,0.7804973410621285
403,404,2020000,0.3939393939393939,0.3939393939393939,33,0.7773222036108375
404,405,2025000,0.16216216216216217,0.16216216216216217,37,0.7773222036108375
405,406,2030000,0.24324324324324326,0.24324324324324326,37,0.7789093137510121
406,407,2035000,0.4,0.4,35,0.7789093137510121
407,408,2040000,0.41935483870967744,0.41935483870967744,31,0.783419344098121
408,409,2045000,0.2647058823529412,0.2647058823529412,34,0.783419344098121
409,410,2050000,0.45454545454545453,0.45454545454545453,33,0.7889491119422019
410,411,2055000,0.47058823529411764,0.47058823529411764,34,0.7889491119422019
411,412,2060000,0.3548387096774194,0.3548387096774194,31,0.7829979600638152
412,413,2065000,0.5769230769230769,0.5769230769230769,26,0.7829979600638152
413,414,2070000,0.0,0.0,7,0.7758166261836886
414,415,2075000,0.06666666666666667,0.06666666666666667,15,0.7758166261836886
415,416,2080000,0.4482758620689655,0.4482758620689655,29,0.7677182567596436
416,417,2085000,0.45161290322580644,0.45161290322580644,31,0.7677182567596436
417,418,2090000,0.7878787878787878,0.7878787878787878,33,0.7719938551545144
418,419,2095000,0.967741935483871,0.967741935483871,31,0.7719938551545144
419,420,2105000,0.8666666666666667,0.8666666666666667,30,0.7719938551545144
420,421,2110000,0.96,0.96,25,0.7694531949311495
421,422,2115000,1.0,1.0,23,0.7694531949311495
422,423,2120000,1.0384615384615385,1.0384615384615385,26,0.7708660682737827
423,424,2125000,1.2272727272727273,1.2272727272727273,22,0.7708660682737827
424,425,2130000,1.16,1.16,25,0.7723105372168124
425,426,2135000,1.1724137931034482,1.1724137931034482,29,0.7723105372168124
426,427,2140000,2.857142857142857,3.0714285714285716,14,0.7803442448712885
427,428,2145000,2.526315789473684,2.6842105263157894,19,0.7803442448712885
428,429,2150000,2.466666666666667,2.466666666666667,15,0.7850697043739259
429,430,2155000,2.0,2.375,8,0.7850697043739259
430,431,2160000,1.9473684210526316,1.9473684210526316,19,0.7900473932273686
431,432,2165000,2.0,2.0,10,0.7900473932273686
432,433,2170000,2.0,2.0,16,0.7820305483229458
433,434,2175000,1.9545454545454546,1.9545454545454546,22,0.7820305483229458
434,435,2180000,2.2857142857142856,3.142857142857143,7,0.8030310516465455
435,436,2185000,3.0,3.0,5,0.8030310516465455
436,437,2190000,2.1666666666666665,3.1666666666666665,6,0.809179639197141
437,438,2195000,2.2,2.8,10,0.809179639197141
438,439,2200000,2.4,3.6,10,0.8037035173416137
439,440,2205000,1.8888888888888888,2.2222222222222223,9,0.8037035173416137
440,441,2210000,1.9090909090909092,2.0454545454545454,22,0.8146030366677791
441,442,2215000,2.0,2.2857142857142856,21,0.8146030366677791
442,443,2220000,2.2,2.4,15,0.8204768396418541
443,444,2225000,2.0,2.0,19,0.8204768396418541
444,445,2230000,1.75,1.75,20,0.8263675526283681
445,446,2235000,2.1875,2.5625,16,0.8263675526283681
446,447,2240000,1.875,1.875,24,0.8352944245047867
447,448,2245000,1.9166666666666667,1.9166666666666667,24,0.8352944245047867
448,449,2250000,2.4615384615384617,3.6153846153846154,13,0.8466007544100285
449,450,2255000,2.4285714285714284,3.0714285714285716,14,0.8466007544100285
450,451,2260000,2.25,3.0,12,0.8575127450115979
451,452,2265000,2.1666666666666665,2.6666666666666665,12,0.8575127450115979
452,453,2270000,2.1,2.4,10,0.8717843556426466
453,454,2275000,2.1,2.7,10,0.8717843556426466
454,455,2280000,2.625,4.875,8,0.896016439910233
455,456,2285000,2.6,3.8,5,0.896016439910233
456,457,2290000,2.1818181818181817,2.4545454545454546,11,0.9015592180594801
457,458,2295000,2.2142857142857144,2.4285714285714284,14,0.9015592180594801
458,459,2300000,2.263157894736842,2.5789473684210527,19,0.9042231293171644
459,460,2305000,2.4,3.0,15,0.9042231293171644
460,461,2310000,2.176470588235294,2.176470588235294,17,0.8925567219287157
