,epoch,n_steps,avg_reward,avg_score,n_episodes,avg_q_value
0,1,5000,3.8333333333333335,328.3333333333333,6,0.0544171160876751
1,2,10000,15.833333333333334,1205.0,6,0.22381453409343957
2,3,15000,10.5,811.0,10,0.22381453409343957
3,4,20000,18.833333333333332,1321.6666666666667,6,0.4513479757487774
4,5,25000,17.0,1243.3333333333333,6,0.4513479757487774
5,6,30000,12.125,945.0,8,0.6820327348202467
6,7,35000,13.714285714285714,1034.2857142857142,7,0.6820327348202467
7,8,40000,15.333333333333334,1140.0,6,0.9209937415033579
8,9,45000,14.666666666666666,1105.0,6,0.9209937415033579
9,10,50000,16.285714285714285,1185.7142857142858,7,1.1789951172024011
10,11,55000,12.555555555555555,977.7777777777778,9,1.1789951172024011
11,12,60000,10.7,843.0,10,1.4835918044894933
12,13,65000,13.25,975.0,8,1.4835918044894933
13,14,70000,21.8,1562.0,5,1.725334461849928
14,15,75000,15.285714285714286,1084.2857142857142,7,1.725334461849928
15,16,80000,14.857142857142858,1147.142857142857,7,1.9988831323325633
16,17,85000,11.6,899.0,10,1.9988831323325633
17,18,90000,20.666666666666668,1458.3333333333333,6,2.2410101196587084
18,19,95000,15.625,1155.0,8,2.2410101196587084
19,20,100000,15.8,1246.0,5,2.472814198744297
20,21,105000,17.8,1360.0,5,2.472814198744297
21,22,110000,12.222222222222221,936.6666666666666,9,2.799805152606964
22,23,115000,16.166666666666668,1155.0,6,2.799805152606964
23,24,120000,16.142857142857142,1154.2857142857142,7,3.0152608339071274
24,25,125000,17.428571428571427,1334.2857142857142,7,3.0152608339071274
25,26,130000,16.75,1272.5,4,3.274556089150906
26,27,135000,14.571428571428571,1078.5714285714287,7,3.274556089150906
27,28,140000,12.125,935.0,8,3.4972908885717393
28,29,145000,17.166666666666668,1248.3333333333333,6,3.4972908885717393
29,30,150000,17.0,1241.6666666666667,6,3.6863723318338395
30,31,155000,12.375,940.0,8,3.6863723318338395
31,32,160000,14.125,1021.25,8,3.980613090276718
32,33,165000,13.625,1016.25,8,3.980613090276718
33,34,170000,17.0,1282.0,5,4.238244501519203
34,35,175000,15.833333333333334,1195.0,6,4.238244501519203
35,36,180000,14.75,1156.25,8,4.473551355075836
36,37,185000,16.5,1211.6666666666667,6,4.473551355075836
37,38,190000,16.285714285714285,1242.857142857143,7,4.697665119838715
38,39,195000,16.4,1224.0,5,4.697665119838715
39,40,200000,12.444444444444445,951.1111111111111,9,4.860522153520584
40,41,205000,12.777777777777779,974.4444444444445,9,4.860522153520584
41,42,210000,13.857142857142858,1060.0,7,5.062676217889786
42,43,215000,12.0,945.0,8,5.062676217889786
43,44,220000,13.625,1012.5,8,5.275848670339585
44,45,225000,19.6,1394.0,5,5.275848670339585
45,46,230000,14.875,1142.5,8,5.52919174861908
46,47,235000,13.777777777777779,1027.7777777777778,9,5.52919174861908
47,48,240000,12.375,986.25,8,5.736569637060166
48,49,245000,12.8,1020.0,5,5.736569637060166
49,50,250000,16.428571428571427,1182.857142857143,7,5.933052664422989
50,51,255000,10.333333333333334,813.3333333333334,9,5.933052664422989
51,52,260000,16.166666666666668,1198.3333333333333,6,6.145287953233719
52,53,265000,16.571428571428573,1144.2857142857142,7,6.145287953233719
53,54,270000,13.166666666666666,933.3333333333334,6,6.308990583276748
54,55,275000,13.666666666666666,1065.0,6,6.308990583276748
55,56,280000,12.833333333333334,963.3333333333334,6,6.404314106655121
56,57,285000,13.625,1037.5,8,6.404314106655121
57,58,290000,14.333333333333334,1081.111111111111,9,6.618143526315689
58,59,295000,13.25,970.0,8,6.618143526315689
59,60,300000,11.857142857142858,915.7142857142857,7,6.72395265545845
60,61,305000,13.0,997.1428571428571,7,6.72395265545845
61,62,310000,15.6,1134.0,5,6.948074199485779
62,63,315000,13.333333333333334,993.3333333333334,6,6.948074199485779
63,64,320000,12.25,975.0,8,7.149805074548722
64,65,325000,14.75,1132.5,8,7.149805074548722
65,66,330000,14.714285714285714,1082.857142857143,7,7.172092658615112
66,67,335000,12.714285714285714,930.0,7,7.172092658615112
67,68,340000,12.875,961.25,8,7.302113708209991
68,69,345000,20.5,1385.0,4,7.302113708209991
69,70,350000,11.333333333333334,878.8888888888889,9,7.339633458948136
70,71,355000,15.714285714285714,1120.0,7,7.339633458948136
71,72,360000,7.75,610.0,12,7.504648084831238
72,73,365000,8.7,685.0,10,7.504648084831238
73,74,370000,12.428571428571429,942.8571428571429,7,7.648248561811447
74,75,375000,11.4,874.0,5,7.648248561811447
75,76,380000,15.0,1088.0,5,7.8546977221012115
76,77,385000,10.25,801.25,8,7.8546977221012115
77,78,390000,9.625,752.5,8,8.045070778131485
78,79,395000,13.142857142857142,998.5714285714286,7,8.045070778131485
79,80,400000,11.8,927.0,10,8.251721365261078
80,81,405000,10.454545454545455,807.2727272727273,11,8.251721365261078
81,82,410000,12.0,922.8571428571429,7,8.38243622379303
82,83,415000,11.571428571428571,867.1428571428571,7,8.38243622379303
83,84,420000,11.333333333333334,851.6666666666666,6,8.454090151786804
84,85,425000,9.714285714285714,762.8571428571429,7,8.454090151786804
85,86,430000,13.571428571428571,1011.4285714285714,7,8.650052762126922
86,87,435000,9.88888888888889,785.5555555555555,9,8.650052762126922
87,88,440000,11.25,813.75,8,8.859388079452515
88,89,445000,9.142857142857142,715.7142857142857,7,8.859388079452515
89,90,450000,11.333333333333334,881.1111111111111,9,8.934164376163483
90,91,455000,9.555555555555555,736.6666666666666,9,8.934164376163483
91,92,460000,11.875,890.0,8,9.036134071159363
92,93,465000,8.545454545454545,692.7272727272727,11,9.036134071159363
93,94,470000,16.5,1250.0,6,9.315239411354066
94,95,475000,9.7,798.0,10,9.315239411354066
95,96,480000,9.666666666666666,775.5555555555555,9,9.483232881546021
96,97,485000,9.875,752.5,8,9.483232881546021
